,text,tweet_coord,tweet_created,tweet_location
3867,UnitedAirlines one of my family members lost his passport in a United Airlines flight and is trying to get it back ,,Mon Jul 22 23:46:51 +0000 2019,
3868,WorthReading May be a story from my home state that you dont know Includes thoughts about creative problemsolv ,,Thu Jul 18 23:40:58 +0000 2019,"Indianapolis, IN"
3869,fiji2019 at  Airlines Checkin in Los Angeles CA ," [-118.39972258, 33.94275471]}",Tue Jul 09 21:32:27 +0000 2019,Northwest Suburb of Philly
3870,frequent flyer for all airlines mileage system in airlines united frequent flyer miles program register frequen ,,Wed Jul 17 23:34:12 +0000 2019,
3871,greatness in so many ways   EWR  CustomerJourney airlines leadership Thanks ,,Wed Jun 19 23:19:08 +0000 2019,"Denver, CO"
3872,myteam  A United pilot paid for a stranded college students flight There are no words ,,Mon Jun 17 22:32:48 +0000 2019,chicago
3873,philippine airlines actual flight status  united airlines flight schedule pdf,,Sun Jul 28 22:36:01 +0000 2019,
3874,pubrooms supporting great British Pubs    United Airlines was Right to Deny Boarding to the Girls ,,Thu Jun 27 05:15:45 +0000 2019,London UK
3875,united expressUnited Airlines flight from PSP to LAX sitting on tarmac for 45 minutes captan said the gate occup ,,Fri Jun 28 21:25:09 +0000 2019,
3876,unitedairlinesepicfail Listen to him and everyone else United Airlines sucks ,,Wed Jul 31 23:19:08 +0000 2019,Atlantis
3877,zrhmovements lszh zrh Boeing B767 United Airline N66057 Serial Number 29452 LN859 Type767424ER First flight ,,Tue Jul 23 21:06:40 +0000 2019,LSZH
3878,RJFUFUKUNITED AIRLINESBoeing N39726Boeing 73772420196261020 19997 ,,Thu Jul 18 23:19:22 +0000 2019,Osaka Japan
3879,171065 for 4 nights in Cancun for 2    31JUL19  to 04AUG19 Depart United Airlines IAH Return United Airlines ,,Wed Jul 10 22:32:20 +0000 2019,
3880,BA UAL LUV  Boeing Slides After FAA Finds New 737 MAX Risk United Airlines Pull Flights  ,,Thu Jun 27 08:03:07 +0000 2019,US
3881,UAL  The Real Numbers Behind United Airlines Revealed   ,,Tue Jul 16 23:30:43 +0000 2019,"Las Vegas, NV"
3882,UAL New Form 10Q for United Airlines Holdings Inc From our Stock News Alerts App,,Wed Jul 17 21:06:59 +0000 2019,
3883,UAL United Airlines can be considered an aboveaverage Technical long candidate after Airline index XAL broke out ,,Mon Jul 15 22:03:17 +0000 2019,"Fairfield, CT"
3884,UAL United Continental Holdings Q2 2019 Earnings Conference Call Transcript  Airlines stocks aviation earnings,,Wed Jul 17 21:28:01 +0000 2019,"Fremont, CA"
3885,Bachelorette to the skies United Airlines offers Tyler C a free trip to see Hannah  ,,Wed Jul 31 23:49:39 +0000 2019,United States
3886,Bachelorette to the skies United Airlines offers Tyler C a free trip to see Hannah ,,Wed Jul 31 23:45:05 +0000 2019,Worldwide
3887,15 As a poor person and a first time flyer of  United Airlines does a good job to remind you of your pla ,,Tue Jul 23 21:51:03 +0000 2019,"Iowa, USA"
3888,25  Airlines  Fee Central  Checked bag on United Fee   Carryon bag Fee   Thought your backpack was ,,Tue Jul 23 21:53:47 +0000 2019,"Iowa, USA"
3889,35 I guess  Airlines is also pro family separation Group5 BasicEconomy ,,Tue Jul 23 21:55:12 +0000 2019,"Iowa, USA"
3890,  REPLYING TO   goodLUCKY AND  GOODBYE      COGRATLATION UNIT ,,Mon Jun 17 21:40:04 +0000 2019,
3891,PODCAST from GCAS United Airlines Jon Merritt on Flight Operations and Technology has been published on Top Avi ,,Sat Jul 27 23:00:37 +0000 2019,
3892,New Deal New Orleans to New York  Newark or Vice Versa 109  Nonstop Airfares on United Airlines BE Trave ,,Tue Jul 16 23:01:29 +0000 2019,⬇️Latest Deals⬇️HappySavings⬇️
3893,United Airlines Inc v Zaman 152 F Supp 3d 1041 1049 NDIll2015,,Mon Jul 08 23:21:21 +0000 2019,
3894,  and  team up to promote biometric screening technology at airports in the United States ,,Mon Jul 29 23:00:13 +0000 2019,"Toronto,  Canada"
3895,  Airlines makes connecting the world easier than ever with ConnectionSaver ,,Sun Jul 07 20:54:34 +0000 2019,Quad Cities Metropolitan Area
3896, So I started a new project yesterday thats to remodel the baggage handling system for United Airlines and it ,,Tue Jul 09 19:48:18 +0000 2019,"Texas, USA"
3897, Project Coordinator Regional Talent drawing the winners of our final Spring membership drive raffl ,,Wed Jul 03 21:00:13 +0000 2019,St. Louis
3898, airlines asked all the men in first class if they could hang their jackets up for them They didnt ask my ,,Wed Jul 10 23:37:44 +0000 2019,Oklahoma & Washington DC
3899, extends 737 Max cancellations through Sept 3 check your reservations  via  airtravel airlines,,Mon Jul 01 23:22:13 +0000 2019,Global
3900, has begun testing a service that would allow domestic firstclass passengers to preorder meals on their f ,,Wed Jul 31 22:01:06 +0000 2019,"Los Angeles, CA"
3901,  In case you want to go to SF ,,Sun Jul 21 23:23:33 +0000 2019,"Omaha, NE"
3902, Airlines supports women in aviation with allfemale Dreamliner Flight jetsetter avgeek ,,Tue Jul 30 23:55:02 +0000 2019,"Denver, CO, USA"
3903, Airlines accidentally put an underage passenger on the wrong flight prompting concern from the boys moth ,,Tue Jul 02 23:00:00 +0000 2019,"Salt Lake City, UT"
3904, Airlines responded to my Tweet and their social media team was not only helpful but made the process as ea ,,Mon Jun 24 22:04:08 +0000 2019,"Jersey City, NJ"
3905, I will not fly on your airlines with your posting a rainbow flag on your logo  done ,,Wed Jun 19 21:22:42 +0000 2019,"Dallas, TX"
3906, is just Spirit Airlines but more expensive and in blue,,Mon Jun 24 23:27:00 +0000 2019,"Minneapolis, MN"
3907, wouldnt let me check into my flight even though I got to the counter more than 1 hour before aka when ch ,,Wed Jul 03 20:26:12 +0000 2019,
3908,SpiderMan Far From Home Shatters Industry Records With 288M PromoCampaign  via ,,Mon Jul 08 21:40:41 +0000 2019,NYC
3909, Airlines Apologizes After Placing 14YearOld Boy on Flight to the Wrong Country DeleteUnited ,,Thu Jul 04 20:27:51 +0000 2019,
3910,1US House of Representatives 2United Airlines CEO Oscar Munoz at the Bipartisan Policy Center 3House Oversig ,,Wed Jul 10 23:06:03 +0000 2019,
3911,1she post a fake news says Saudi and United Emirates are the reason of what happened in Sudan 2she post a pictur ,,Tue Jun 18 22:10:18 +0000 2019,
3912,111 people killed as United Airlines passenger jet crashlands at Sioux City Iowa 30 years ago this hour ,,Fri Jul 19 20:34:59 +0000 2019,"New York, New York"
3913,14yearold Anton Berg thought he was traveling to Sweden only to find himself on a plane headed to Germany ,,Sat Jul 06 16:53:02 +0000 2019,
3917,14yearold boy assisted to wrong plane by United  Mistakes happen But United Airlines now has troubles because of ,,Thu Jul 04 23:23:22 +0000 2019,
3918,22  People start yelling All I remember is that  Airlines likes to drag doctors around and beat them up s ,,Sun Jun 23 22:26:20 +0000 2019,"Nashville, TN"
3919,3 leg trip So far 2 legs have been screwed up  airlines,,Sun Jul 21 21:44:01 +0000 2019,"Roseville, CA"
3920,30 Years ago today United Airlines flight 232 a DC1010 crashed during an emergency landing at Sioux Gateway Airp ,,Fri Jul 19 12:21:00 +0000 2019,
3922,5 takeaways from a visit to United Airlines new LaGuardia digs  via ,,Wed Jun 19 20:08:46 +0000 2019,"Chicago, IL., USA"
3923,5 Boeing The Federal Aviation Administration FAA said it has identified a new potential risk on Boeing737Max ,,Thu Jun 27 06:38:55 +0000 2019,"Lagos, Nigeria"
3924,7 Best Tweets about the UnitedAirlines Scandal ,,Sun Jul 28 21:57:31 +0000 2019,"Washington, DC"
3925,7 nights in Riviera Maya for 2 for only 224452                            Flights  depa ,,Tue Jun 25 23:15:47 +0000 2019,
3926,7 Notice how you will see multiple cases of white people getting Black people kicked off planes for minor reasons ,,Sun Jun 23 21:40:38 +0000 2019,Los Angeles
3927,735 Newark airport workers get layoff notices as United Airlines switches cleaning contractor ,,Tue Jul 30 22:48:12 +0000 2019,USA
3928, Airways Not on international flights though Its still way better than United and American Air ,,Fri Jun 28 22:12:10 +0000 2019,United States
3929,  Three weeks ago I took a United Airlines flight from Laredo to Houston 10 illegals boarde ,,Wed Jul 31 21:39:44 +0000 2019,"Indianapolis, IN"
3930,  I believe earlier this year you werent gonna fly American anymore either Youre gonna run out of airlines,,Sat Jun 22 18:51:45 +0000 2019,
3931, I usually fly United because their major hub is in Houston so its hard to get cheap flights flying ,,Wed Jul 03 21:39:25 +0000 2019,"Houston, TX"
3932, Ive never flown American or United before but i love Delta Now who i will not TOUCH with a 10 foot ,,Thu Jul 04 22:56:27 +0000 2019,12/8/18
3933, if I am flying United out of Dublin to Chicago can I use fast track and also lounge access since Im Pla ,,Wed Jun 26 23:08:02 +0000 2019,"Dublin, Ireland"
3934,J  One of the worlds worst airlines,,Tue Jun 18 21:53:56 +0000 2019,"Victoria, British Columbia"
3935, Basically zero customer service while stranded in Manila  United Airlines had to help us  Finally ,,Tue Jun 25 21:53:24 +0000 2019,
3936, I see youre as thoughtless as the airlines in the United States I see your company doesnt care about ,,Fri Jul 26 20:34:09 +0000 2019,"Temple, TX"
3937, Not knowing what crystal Airlines is after they carried the United team to Perth,,Tue Jul 23 21:58:19 +0000 2019,"England, United Kingdom"
3938, I made the mistake of traveling on other airlines  and  to save a buck That is som ,,Tue Jul 30 20:51:19 +0000 2019,
3939, If a flight is canceled and youre rebooked to other airlines flights the PQM and the PQD to be credited ,,Sat Jul 13 22:37:13 +0000 2019,
3940,  my bag is being held by your staff at  and need to be given back to  so they can deliv ,,Sun Jul 28 19:55:44 +0000 2019,
3941,   Airways DE     ,,Sun Jun 23 23:24:30 +0000 2019,
3942, I shouldve known better than to take this garbage airlines today If I wanted a later flight I wouldve flown SW or United,,Fri Jul 12 23:38:08 +0000 2019,
3943, When Spirit Airlines stock is 16 higher than your own you should really reconsider your continued p ,,Wed Jun 19 23:40:26 +0000 2019,
3944, needa to expand their partner airlines  you couldnt book me on anything til Monday but I could boo ,,Sat Jul 06 21:47:20 +0000 2019,"Santa Clara, CA"
3945,  amp  want to eliminate competitors many travelers prefer Their crocodile concern for Am ,,Fri Jul 19 20:54:59 +0000 2019,"Chicago, IL"
3946,  I agree  Uniteds Europe flights are not the same quality as years ago  Other airlines like ,,Wed Jul 10 22:20:49 +0000 2019,
3947, Iza to USA i heard about United airlines its cheaper i guess,,Wed Jul 31 21:41:32 +0000 2019,
3948,  airlines  the most mismanaged industry in the USA   just one example ,,Sat Jul 27 20:19:55 +0000 2019,
3949,  I do not wish to sound like a prude dear Abby you asked for worst airline travel nigh ,,Tue Jul 30 23:33:28 +0000 2019,"Scottsbluff, Nebraska"
3950,    The problem is what most dont understand is that Pret staff are already ,,Sat Jun 22 19:35:49 +0000 2019,I'm regularly shadow banned. Check Shadowban.eu or Shadowban.io if u r censored by Twttr.
3951,  Always had issues with United stopped flying them entirely Delta is first choice and then AA I ,,Mon Jul 22 21:11:44 +0000 2019,
3952, Im an operations agent for United airlines Fly with us amp Ill hook you up as best I canwhenever ,,Tue Jul 16 22:55:15 +0000 2019,"Lawton, OK"
3953, please say something on behalf of me to United Airlines about how bad they are,,Thu Jul 18 20:51:34 +0000 2019,812➡️502
3954,NFL Its for elderlydisabled or certain airlines highest level elite status who are on a very tight c ,,Sat Jul 13 22:02:32 +0000 2019,
3955, Fricking screw United Airlines my flight was delayed 16 hours overnight and was forced to sleep at the airport,,Tue Jun 18 23:57:52 +0000 2019,"Katy, TX"
3956,NextDoor1 Completely understandable Been there myself Had to rent a car amp drive from Chicago to Toledo at ,,Tue Jun 18 22:55:40 +0000 2019,
3957,       ,,Thu Jul 04 20:13:24 +0000 2019,"Bemidji, MN"
3958,TeaCatan Y12      inFla ,,Sat Jul 06 22:32:51 +0000 2019,OpenSecrets.org
3959,    58 That media value tag is intriguing While they surely sp ,,Thu Jul 25 23:05:28 +0000 2019,"Levittown, PA, USA"
3960, Southwest doesnt really fly to New York  so Im stuck with the major airlines like delta  United  etc,,Wed Jul 17 22:34:02 +0000 2019,Long Island City 
3961,Airways    hand luggage rules for 2019 including easyJet and Ryanair ,,Thu Jul 04 19:50:12 +0000 2019,tw15 1uy
3962,William1         ,,Wed Jul 10 21:09:44 +0000 2019,"Rochester, NY & Buffalo, NY"
3963, United Airlines ,,Sat Jun 22 21:07:26 +0000 2019,
3964, Cvg United Any any Monday Tuesday morning in the airport there seems to be a shortage of people chec ,,Fri Jun 28 22:04:36 +0000 2019,
3965,  A quick look at Google flights shows Air Canada Ethiopian Airlines Egypt Air Emirates and e ,,Fri Jul 12 22:15:47 +0000 2019,Tri-State Liberal Hell
3966,  now Sarah goes home in disgrace to Arkansas her cred forever blown while s former ,,Fri Jun 28 21:38:19 +0000 2019,"San Luis Obispo, CA"
3967,  Its amazing any airlines are in business at all anymore How can it be so difficult to ju ,,Fri Jul 19 20:33:04 +0000 2019,"Windhelm, Eastmarch"
3968,  1she post a fake news says Saudi and United Emirates are the reason of what happened in Sudan ,,Tue Jun 18 22:12:42 +0000 2019,Riyadh
